No,Query,Intent Group,Expected (Gold),Path (RAG/OpenDomain/Fallback),Model,Rewrite Applied,TopScore,Retrieved IDs/Refs,Primary URL,Response (Raw),Tokens (in/out),Latency_ms,Label (Good/Partial/Bad/Fallback),Error Type (if any),Root Cause (expr/data/prompt/threshold/infra),Fix Type (rewrite/data/prompt/threshold/other),Action Detail,Owner,Status (todo/done),Notes
"275","보증 수리 가능 항목","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"276","기본 보증기간","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"277","배터리 보증기간","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"278","하이브리드/EV 특수 부품 보증","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"279","소모품 보증 여부","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"280","보증 연장 프로그램","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","1","Bad","","","","","","todo",""
"281","보증 제외 항목","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"282","내비게이션 지도 업데이트 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"283","OTA 업데이트 지원 여부","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"284","내비게이션 오류 초기화 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"285","업데이트 시 주의 사항","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"286","EV 충전소 위치 확인 방법","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"287","완속/급속 충전 차이","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"288","충전 요금 확인","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"289","충전기 오류 시 대처","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"290","EV 배터리 관리 팁","","","Fallback","","false","0","","","어떤 정보를 원하세요?","","0","Bad","","","","","","todo",""
"291","출고 일정 확인 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"292","차량 매뉴얼 다운로드","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"293","현대차 앱 설치/회원가입","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"294","고객센터 연락처","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"295","이벤트/프로모션 페이지","","","Fallback","","false","0","","","현재 이용 가능한 혜택을 안내드릴게요.","","0","Bad","","","","","","todo",""
"296","현대차 구매 절차","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
